git add .
git commit -m "Describe your change"
git push origin maindate,equity,cash,mtm,positions
2025-01-22 00:00:00+05:30,9245.27645384598,4440.7265041999835,4804.549949645996,5
2025-01-23 00:00:00+05:30,9292.82641112137,4440.7265041999835,4852.099906921387,5
2025-01-24 00:00:00+05:30,9232.726588123323,4440.7265041999835,4792.00008392334,5
2025-01-27 00:00:00+05:30,9068.28797491684,6890.2879749168405,2178.0,1
2025-01-28 00:00:00+05:30,9051.536325520326,5564.946382588197,3486.589942932129,2
2025-01-29 00:00:00+05:30,9110.471499861145,4494.3564714797985,4616.115028381348,3
2025-01-30 00:00:00+05:30,9156.03146690216,4494.3564714797985,4661.674995422363,3
2025-01-31 00:00:00+05:30,9180.45643943634,4494.3564714797985,4686.099967956543,3
2025-02-01 00:00:00+05:30,9110.116511763,4494.3564714797985,4615.760040283203,3
2025-02-03 00:00:00+05:30,9179.611133840943,5004.92107036438,4174.6900634765625,3
2025-02-04 00:00:00+05:30,9186.626026419068,5004.92107036438,4181.7049560546875,3
2025-02-05 00:00:00+05:30,9270.906055715943,5004.92107036438,4265.9849853515625,3
2025-02-06 00:00:00+05:30,9278.86101177063,5004.92107036438,4273.93994140625,3
2025-02-07 00:00:00+05:30,9261.346058157349,5004.92107036438,4256.424987792969,3
2025-02-10 00:00:00+05:30,9180.96110942688,5004.92107036438,4176.0400390625,3
2025-02-11 00:00:00+05:30,9067.78611354065,5999.726115982056,3068.0599975585938,2
2025-02-12 00:00:00+05:30,9082.017386305237,4132.82724653473,4949.190139770508,3
2025-02-13 00:00:00+05:30,9130.372382032776,4132.82724653473,4997.545135498047,3
2025-02-14 00:00:00+05:30,9086.5922154068,4132.82724653473,4953.76496887207,3
2025-02-17 00:00:00+05:30,9193.692183363342,4132.82724653473,5060.864936828613,3
2025-02-18 00:00:00+05:30,9192.777304518127,4132.82724653473,5059.950057983398,3
2025-02-19 00:00:00+05:30,9230.697287428284,4132.82724653473,5097.870040893555,3
2025-02-20 00:00:00+05:30,9225.07731519928,4132.82724653473,5092.250068664551,3
2025-02-21 00:00:00+05:30,9189.692160475159,4132.82724653473,5056.86491394043,3
2025-02-24 00:00:00+05:30,9180.777212965393,4132.82724653473,5047.949966430664,3
2025-02-25 00:00:00+05:30,9258.422224867249,4132.82724653473,5125.5949783325195,3
2025-02-27 00:00:00+05:30,9304.252142774963,4132.82724653473,5171.424896240234,3
2025-02-28 00:00:00+05:30,9129.32454134903,4757.154459256745,4372.170082092285,3
2025-03-03 00:00:00+05:30,9117.239427823639,4757.154459256745,4360.0849685668945,3
2025-03-04 00:00:00+05:30,9103.855622031402,4461.5706870338445,4642.284934997559,4
2025-03-05 00:00:00+05:30,9033.744205344392,6947.944179404451,2085.8000259399414,3
2025-03-06 00:00:00+05:30,9024.062309226229,4327.692298850251,4696.370010375977,5
2025-03-07 00:00:00+05:30,9012.54217525406,4327.692298850251,4684.849876403809,5
2025-03-10 00:00:00+05:30,8984.90237422867,4327.692298850251,4657.210075378418,5
2025-03-11 00:00:00+05:30,8920.647705208588,5400.3977357261665,3520.249969482422,4
2025-03-12 00:00:00+05:30,8908.91369581833,4180.363769060517,4728.5499267578125,5
2025-03-13 00:00:00+05:30,8830.409057949068,4452.859070156099,4377.549987792969,4
2025-03-17 00:00:00+05:30,8863.90902743149,4452.859070156099,4411.049957275391,4
2025-03-18 00:00:00+05:30,8863.90902743149,4452.859070156099,4411.049957275391,4
2025-03-19 00:00:00+05:30,8978.492813852692,4209.282837656404,4769.209976196289,5
2025-03-20 00:00:00+05:30,9004.082794931794,4209.282837656404,4794.799957275391,5
2025-03-21 00:00:00+05:30,9069.97284009781,4209.282837656404,4860.690002441406,5
2025-03-24 00:00:00+05:30,9061.002823618317,4209.282837656404,4851.719985961914,5
2025-03-25 00:00:00+05:30,9123.31641553116,5020.926339847566,4102.390075683594,4
2025-03-26 00:00:00+05:30,9146.211352945711,5255.8513675941485,3890.3599853515625,4
2025-03-27 00:00:00+05:30,8984.739111246492,5040.609182657625,3944.129928588867,4
2025-03-28 00:00:00+05:30,8954.189230265047,5040.609182657625,3913.580047607422,4
2025-04-01 00:00:00+05:30,8907.945878507235,5297.695893766024,3610.249984741211,4
2025-04-02 00:00:00+05:30,8917.407198148348,4382.1071493202235,4535.300048828125,5
2025-04-03 00:00:00+05:30,8912.497163968661,4382.1071493202235,4530.3900146484375,5
2025-04-04 00:00:00+05:30,8708.346245391085,4605.646172148898,4102.7000732421875,4
2025-04-07 00:00:00+05:30,8518.78881154404,3664.788750508883,4854.000061035156,2
2025-04-08 00:00:00+05:30,8263.126212987521,3348.5762557121298,4914.549957275391,3
2025-04-09 00:00:00+05:30,8170.337170928195,3752.1872685844446,4418.14990234375,4
2025-04-11 00:00:00+05:30,8273.887280791476,3752.1872685844446,4521.700012207031,4
2025-04-15 00:00:00+05:30,8448.39569330826,3566.0856499732995,4882.310043334961,5
2025-04-16 00:00:00+05:30,8357.525682932284,3566.0856499732995,4791.440032958984,5
2025-04-17 00:00:00+05:30,8334.535646921542,3566.0856499732995,4768.449996948242,5
2025-04-21 00:00:00+05:30,8419.685625559237,3566.0856499732995,4853.5999755859375,5
2025-04-22 00:00:00+05:30,8346.27559137955,3566.0856499732995,4780.18994140625,5
2025-04-23 00:00:00+05:30,8377.085756784823,3566.0856499732995,4811.000106811523,5
2025-04-24 00:00:00+05:30,8387.62991489029,3836.909761081698,4550.720153808594,5
2025-04-25 00:00:00+05:30,8315.079743991853,3836.909761081698,4478.169982910156,5
2025-04-28 00:00:00+05:30,8359.044388944247,3551.6743938270592,4807.3699951171875,5
2025-04-29 00:00:00+05:30,8370.894303495028,3551.6743938270592,4819.219909667969,5
2025-04-30 00:00:00+05:30,8306.224381620028,3551.6743938270592,4754.549987792969,5
2025-05-02 00:00:00+05:30,8336.824326688387,3551.6743938270592,4785.149932861328,5
2025-05-05 00:00:00+05:30,8364.97433584366,3551.6743938270592,4813.299942016602,5
2025-05-06 00:00:00+05:30,8371.094544583895,3551.6743938270592,4819.420150756836,5
2025-05-07 00:00:00+05:30,8409.984376126864,3551.6743938270592,4858.309982299805,5
2025-05-08 00:00:00+05:30,8309.217426773836,3429.0173382728594,4880.200088500977,5
2025-05-09 00:00:00+05:30,8382.275192520907,3814.7652132728595,4567.509979248047,4
2025-05-12 00:00:00+05:30,8547.715194962313,3814.7652132728595,4732.949981689453,4
2025-05-13 00:00:00+05:30,8614.555313370516,3814.7652132728595,4799.790100097656,4
2025-05-14 00:00:00+05:30,8564.77531459122,3814.7652132728595,4750.010101318359,4
2025-05-15 00:00:00+05:30,8680.125198624422,3814.7652132728595,4865.3599853515625,4
2025-05-16 00:00:00+05:30,8644.685089371493,3814.7652132728595,4829.919876098633,4
2025-05-19 00:00:00+05:30,8699.115341446688,3814.7652132728595,4884.350128173828,4
2025-05-20 00:00:00+05:30,8554.215194962313,3814.7652132728595,4739.449981689453,4
2025-05-21 00:00:00+05:30,8621.705169937899,3814.7652132728595,4806.939956665039,4
2025-05-22 00:00:00+05:30,8615.465164444735,3814.7652132728595,4800.699951171875,4
2025-05-23 00:00:00+05:30,8609.655243180086,3814.7652132728595,4794.890029907227,4
2025-05-26 00:00:00+05:30,8578.741091031648,4632.181169767,3946.5599212646484,3
2025-05-27 00:00:00+05:30,8619.316753165438,3789.336894767,4829.9798583984375,4
2025-05-28 00:00:00+05:30,8570.96694542618,3789.336894767,4781.63005065918,4
2025-05-29 00:00:00+05:30,8469.820090445712,3803.6599494545,4666.160140991211,4
2025-05-30 00:00:00+05:30,8460.46987071915,3803.6599494545,4656.809921264648,4
2025-06-02 00:00:00+05:30,8586.602937256434,3686.7630076757446,4899.8399295806885,5
2025-06-03 00:00:00+05:30,8582.909021352198,3874.2589511617675,4708.65007019043,4
2025-06-04 00:00:00+05:30,8634.718927358057,3874.2589511617675,4760.459976196289,4
2025-06-05 00:00:00+05:30,8679.59487232876,3732.4548500509277,4947.140022277832,5
2025-06-06 00:00:00+05:30,8555.804772231104,3732.4548500509277,4823.349922180176,5
2025-06-09 00:00:00+05:30,8537.044854018213,3732.4548500509277,4804.590003967285,5
2025-06-10 00:00:00+05:30,8521.724915358545,3732.4548500509277,4789.270065307617,5
2025-06-11 00:00:00+05:30,8572.22475514126,3732.4548500509277,4839.769905090332,5
2025-06-12 00:00:00+05:30,8450.3231644125,4658.173048445704,3792.150115966797,5
2025-06-13 00:00:00+05:30,8438.52022864361,3551.6602738096262,4886.859954833984,5
2025-06-16 00:00:00+05:30,8387.690348882868,3551.6602738096262,4836.030075073242,5
2025-06-17 00:00:00+05:30,8352.274971693232,3437.314964979365,4914.960006713867,5
2025-06-18 00:00:00+05:30,8390.84484168835,3437.314964979365,4953.529876708984,5
2025-06-19 00:00:00+05:30,8294.035765043453,3432.3858016645463,4861.649963378906,5
2025-06-20 00:00:00+05:30,8334.57583462353,3432.3858016645463,4902.190032958984,5
2025-06-23 00:00:00+05:30,8303.615843168453,3432.3858016645463,4871.230041503906,5
2025-06-24 00:00:00+05:30,8426.305784574703,3432.3858016645463,4993.919982910156,5
2025-06-25 00:00:00+05:30,8425.255705229,3432.3858016645463,4992.869903564453,5
2025-06-26 00:00:00+05:30,8367.115782133296,3432.3858016645463,4934.72998046875,5
2025-06-27 00:00:00+05:30,8342.987088236812,3499.0071993207966,4843.979888916016,5
2025-06-30 00:00:00+05:30,8259.790028904536,4142.120076511958,4117.669952392578,4
2025-07-01 00:00:00+05:30,8168.170003269771,4142.120076511958,4026.0499267578125,4
2025-07-02 00:00:00+05:30,8058.097028117182,3773.847028117182,4284.25,5
2025-07-03 00:00:00+05:30,8080.296948771479,3773.847028117182,4306.449920654297,5
2025-07-04 00:00:00+05:30,8140.246930460932,3773.847028117182,4366.39990234375,5
2025-07-07 00:00:00+05:30,8084.797040324213,3773.847028117182,4310.950012207031,5
2025-07-08 00:00:00+05:30,8085.9469731855415,3773.847028117182,4312.099945068359,5
2025-07-09 00:00:00+05:30,8113.046979289057,3773.847028117182,4339.199951171875,5
2025-07-10 00:00:00+05:30,8100.268755973628,4832.668719352534,3267.6000366210938,4
2025-07-11 00:00:00+05:30,8124.8687925947215,4832.668719352534,3292.2000732421875,4
2025-07-14 00:00:00+05:30,8190.044718353083,3196.74480685406,4993.299911499023,5
2025-07-15 00:00:00+05:30,8039.592821172908,3467.1428318540598,4572.449989318848,4
2025-07-16 00:00:00+05:30,7997.114217455866,4099.96425407696,3897.1499633789062,4
2025-07-17 00:00:00+05:30,8025.96425407696,4099.96425407696,3926.0,4
2025-07-18 00:00:00+05:30,8001.84617907696,3431.34617907696,4570.5,5
2025-07-21 00:00:00+05:30,7985.396227905085,3431.34617907696,4554.050048828125,5
2025-07-22 00:00:00+05:30,7964.9462156980535,3431.34617907696,4533.600036621094,5
2025-07-23 00:00:00+05:30,7983.078527905085,4059.52847907696,3923.550048828125,4
2025-07-24 00:00:00+05:30,8007.45233631573,3269.152348522761,4738.299987792969,5
2025-07-25 00:00:00+05:30,7943.402348522761,3269.152348522761,4674.25,5
2025-07-28 00:00:00+05:30,8024.603987335016,3558.8039995420477,4465.799987792969,4
2025-07-29 00:00:00+05:30,8044.353865264704,3558.8039995420477,4485.549865722656,4
2025-07-30 00:00:00+05:30,7960.254011749079,3558.8039995420477,4401.450012207031,4
2025-07-31 00:00:00+05:30,7916.553999542048,3558.8039995420477,4357.75,4
2025-08-01 00:00:00+05:30,7859.444564019586,5400.394515191461,2459.050048828125,3
2025-08-04 00:00:00+05:30,7844.0616036436095,4258.191608526422,3585.8699951171875,4
2025-08-05 00:00:00+05:30,7802.979007314874,3996.7289767972957,3806.250030517578,4
2025-08-06 00:00:00+05:30,7719.906879530145,5416.06694422741,2303.8399353027344,3
2025-08-07 00:00:00+05:30,7678.8773285322195,4100.597329752923,3578.279998779297,5
2025-08-08 00:00:00+05:30,7595.351194422721,2713.4011516981122,4881.950042724609,4
2025-08-11 00:00:00+05:30,7653.751249354362,2713.4011516981122,4940.35009765625,4
2025-08-12 00:00:00+05:30,7665.001157801627,2713.4011516981122,4951.600006103516,4
2025-08-13 00:00:00+05:30,7646.151029627799,2713.4011516981122,4932.7498779296875,4
2025-08-14 00:00:00+05:30,7644.1510906629555,2713.4011516981122,4930.749938964844,4
2025-08-18 00:00:00+05:30,7669.001066248893,2713.4011516981122,4955.599914550781,4
2025-08-19 00:00:00+05:30,7715.151121180534,2713.4011516981122,5001.749969482422,4
2025-08-20 00:00:00+05:30,7732.151243250846,2713.4011516981122,5018.750091552734,4
2025-08-21 00:00:00+05:30,7710.351163905143,2713.4011516981122,4996.950012207031,4
2025-08-22 00:00:00+05:30,7699.951108973502,2713.4011516981122,4986.549957275391,4
2025-08-25 00:00:00+05:30,7700.211456666374,3627.3614810804365,4072.8499755859375,3
2025-08-26 00:00:00+05:30,7673.621665022469,3572.9217329240796,4100.699932098389,3
2025-08-27 00:00:00+05:30,4573.221762678719,3572.9217329240796,1000.3000297546387,3
2025-08-28 00:00:00+05:30,7644.4112876695635,3133.6313957017896,4510.779891967773,4
2025-08-29 00:00:00+05:30,7644.201418284798,3133.6313957017896,4510.570022583008,4
2025-08-29 00:00:00+05:30,7638.337677255439,7638.337677255439,0.0,0
