date,symbol,side,price,qty,reason
2025-05-07,DEVYANI.NS,BUY,183.04,1,ADX=23.0
2025-05-07,GODFRYPHLP.NS,SELL,8322.14,1321,STOP
2025-05-07,MARICO.NS,BUY,736.35,4,ADX=30.3
2025-05-07,RBLBANK.NS,SELL,195.71,1,STOP
2025-05-08,DEVYANI.NS,SELL,172.97,1,STOP
2025-05-09,YESBANK.NS,BUY,20.02,11,ADX=19.3
2025-05-22,GRSE.NS,BUY,2756.2,1,ADX=39.5
2025-05-22,MARICO.NS,SELL,695.85,4,STOP
2025-05-30,GMRAIRPORT.NS,SELL,84.08,1,RULE
2025-05-30,MMTC.NS,BUY,85.77,1,ADX=40.6
2025-06-02,IDBI.NS,BUY,101.27,1,ADX=39.7
2025-06-02,MMTC.NS,SELL,81.05,1,STOP
2025-06-12,YESBANK.NS,SELL,20.42,11,RULE
2025-06-13,DBREALTY.NS,BUY,239.93,1,ADX=52.7
2025-06-13,IDBI.NS,SELL,95.7,1,STOP
2025-06-17,ABCAPITAL.NS,BUY,255.11,12,ADX=40.2
2025-06-17,CEATLTD.NS,SELL,3594.0,3027,RULE
2025-06-17,DBREALTY.NS,SELL,226.73,1,STOP
2025-06-17,SOLARINDS.NS,BUY,17155.0,634,ADX=43.0
2025-06-17,VMM.NS,SELL,113.63,1,STOP
2025-06-18,AUBANK.NS,BUY,794.5,3,ADX=44.0
2025-06-18,ELECON.NS,SELL,638.95,4,RULE
2025-06-20,BEL.NS,BUY,408.25,6,ADX=40.3
2025-06-20,MCX.NS,BUY,8085.0,166,ADX=42.0
2025-06-20,MRF.NS,SELL,134430.0,10,RULE
2025-06-27,IDEA.NS,BUY,7.38,6,ADX=17.4
2025-07-08,GRSE.NS,SELL,2833.9,1,RULE
2025-07-08,JMFINANCIL.NS,BUY,170.67,16,ADX=52.2
2025-07-10,GLENMARK.NS,BUY,1904.0,5398,ADX=50.5
2025-07-10,SOLARINDS.NS,SELL,16211.47,634,STOP
2025-07-18,BEL.NS,SELL,394.75,6,RULE
2025-07-18,IIFL.NS,BUY,532.95,25,ADX=46.6
2025-07-18,SBILIFE.NS,SELL,1788.4,6,RULE
2025-07-21,AMBUJACEM.NS,BUY,613.25,1,ADX=26.5
2025-07-21,AUBANK.NS,SELL,750.8,3,STOP
2025-07-21,KAJARIACER.NS,BUY,1253.1,6,ADX=57.7
2025-07-21,RELIANCE.NS,SELL,1428.6,4,RULE
2025-07-24,ETERNAL.NS,BUY,313.15,1,ADX=39.8
2025-07-24,KAJARIACER.NS,SELL,1184.18,6,STOP
2025-07-24,LAURUSLABS.NS,BUY,836.5,8,ADX=59.4
2025-07-25,ABCAPITAL.NS,SELL,260.35,12,RULE
2025-07-25,SHYAMMETL.NS,BUY,969.0,3,ADX=23.8
2025-07-28,IDEA.NS,SELL,7.13,6,RULE
2025-07-28,IIFL.NS,SELL,503.64,25,STOP
2025-07-28,MCX.NS,SELL,7731.5,166,RULE
2025-07-28,SYRMA.NS,BUY,746.35,1736,ADX=53.8
2025-07-29,GLAND.NS,BUY,2102.1,1,ADX=52.4
2025-07-29,JMFINANCIL.NS,SELL,161.28,16,STOP
2025-07-29,VBL.NS,BUY,512.15,2,ADX=22.8
2025-07-31,SAGILITY.NS,BUY,46.62,3,ADX=25.0
2025-08-01,GLAND.NS,SELL,1986.48,1,STOP
2025-08-01,JSL.NS,BUY,706.05,2,ADX=17.4
2025-08-04,SAGILITY.NS,SELL,44.06,3,STOP
2025-08-04,TARIL.NS,BUY,558.9,1,ADX=19.3
2025-08-06,CUMMINSIND.NS,BUY,3635.7,2,ADX=28.6
2025-08-06,ETERNAL.NS,SELL,295.93,1,STOP
2025-08-06,GODFRYPHLP.NS,BUY,10854.5,112,ADX=30.9
2025-08-06,SARDAEN.NS,BUY,581.75,4,ADX=22.4
2025-08-06,SYRMA.NS,SELL,705.3,1736,STOP
2025-08-06,TARIL.NS,SELL,528.16,1,STOP
2025-08-07,FORTIS.NS,BUY,884.0,1299,ADX=38.6
2025-08-07,GODFRYPHLP.NS,SELL,10257.5,112,STOP
2025-08-08,AMBUJACEM.NS,SELL,579.52,1,STOP
2025-08-08,KAJARIACER.NS,BUY,1308.5,2,ADX=40.4
2025-08-08,SARDAEN.NS,SELL,549.75,4,STOP
2025-08-11,HBLENGINE.NS,BUY,683.95,1,ADX=16.8
2025-08-18,GLENMARK.NS,SELL,1973.9,5398,RULE
2025-08-18,METROPOLIS.NS,BUY,2167.3,4916,ADX=47.2
2025-08-26,KAJARIACER.NS,SELL,1236.53,2,STOP
2025-08-26,TCS.NS,BUY,3157.2,1,ADX=35.1
2025-08-28,SHYAMMETL.NS,SELL,915.7,3,STOP
2025-08-28,UNOMINDA.NS,BUY,1295.6,2,ADX=37.4
2025-08-29,GRANULES.NS,BUY,492.25,2,ADX=17.8
2025-08-29,VBL.NS,SELL,483.98,2,STOP
